Index	Annotator	Subset	Genre	ID	Complex_binary	Complex_probabilistic	Start_index	End_index	Native_complex	Non_native_complex	Expression	Context	Annotation
1872	1	Train	Wikipedia	3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW	1	0.05	51	77	1	0	Emperor Trebonianus Gallus	He then moved quickly to Italy , where he defeated Emperor Trebonianus Gallus , only to be killed by his own men when another general , Valerian , proclaimed himself Emperor and moved against Aemilian with a larger army .	MW named entities
1873	1	Train	Wikipedia	3UYRNV2KIT0NWZDIVSSMDTHXEIE8NS	1	0.05	0	16	1	0	Wikipedia policy	Wikipedia policy on open proxies is clear : editing through them is blocked without exception once identified .	not MWE
1874	1	Train	Wikipedia	3909MD9T2ZISH8ASA7V9XY4ANUQFER	1	0.05	81	99	1	0	overall similarity	The skull of Epidexipteryx is also unique in a number of features , and bears an overall similarity to the skull of Sapeornis , oviraptorosaurs and , to a lesser extent , therizinosauroids .	not MWE
1875	1	Train	Wikipedia	3W0KKJIARRAMOTSFYF06L10TKN98KN	1	0.05	94	110	0	1	ease indigestion	Early references from the Vadstena Abbey show how the Swedish nuns were baking gingerbread to ease indigestion in 1444 .	not MWE
1876	1	Train	Wikipedia	3D17ECOUOEWYHV0NEOZSP5WJVVH31N	1	0.05	98	122	1	0	intention of registering	Occasionally readers who have never or rarely edited before , or not from that location , with no intention of registering an account , click on edit only to find that editing from their IP address is blocked , for something they did n't do .	not MWE
1877	1	Train	Wikipedia	3D17ECOUOEWYHV0NEOZSP5WJVVH31N	1	0.05	125	140	1	0	blocking policy	As a user requesting to be unblocked , it is your responsibility to explain why you believe your block violates Wikipedia 's blocking policy or should otherwise be reversed .	MW compounds
1878	1	Train	Wikipedia	34XASH8KLQN2K9RZ58FXM0NNY24PMT	1	0.05	57	67	1	0	the minors	Born in Fort William , Ontario , Stewart was called from the minors in 1942 to play in one game of the Stanley Cup Finals , where he helped the Toronto Maple Leafs win the Stanley Cup .	not MWE
1879	1	Train	Wikipedia	3UEDKCTP9VRIOFNWOA80714Y933K7C	1	0.05	4	20	0	1	orchestral works	For orchestral works in A major , the timpani are typically set to A and E a fifth apart , rather than a fourth apart as for most other keys .	not MWE
1880	1	Train	Wikipedia	3UEDKCTP9VRIOFNWOA80714Y933K7C	1	0.05	53	65	0	1	dealing with	There are usually some restrictions on selling , and dealing with , land that has been granted in a land rights claim .	verb-preposition
1881	1	Train	Wikipedia	391JB9X4ZY919IUJSGAPQJ1O4SYKMN	1	0.05	37	49	1	0	Thacker Case	She played the main character in The Thacker Case and The Alphabet Killer , both thrillers based on real-life events , one of them directed by Rob Schmidt with whom she had worked on Wrong Turn .	not MWE
1882	1	Train	Wikipedia	391JB9X4ZY919IUJSGAPQJ1O4SYKMN	1	0.05	21	31	0	1	pulled out	After having a grant pulled out from under her , Tru is forced to take a job at a local morgue where she discovers her power to `` re-live '' the previous day over again if one of the deceased asks for her help to change what has happened .	verb-particle or other phrasal verb
1883	1	Train	Wikipedia	3I7KR83SNAEM2YBP376KLXV44TRK9O	1	0.05	67	80	1	0	Manilla copal	Various species of kauri give diverse resins such as kauri copal , Manilla copal and Dammar gum .	MW compounds
1884	1	Train	Wikipedia	3I7KR83SNAEM2YBP376KLXV44TRK9O	1	0.05	24	38	0	1	woven together	This story of faith has woven together the historical facts about Ayya Vaikundar and his activities with reinterpretations of episodes from the Hindu Puranas ( mythologies ) and Itihasas ( epics ) .	verb-preposition
1885	1	Train	Wikipedia	3SCKNODZ0XHJWL8ZLN0GZTL23Y8N7K	1	0.05	196	218	0	1	organoborane compounds	In addition to the traditional metals , lanthanides , actinides , and semimetals , elements such as boron , silicon , arsenic , and selenium are considered to form organometallic compounds , e.g. organoborane compounds such as triethylborane ( Et3B ) .	MW compounds
1886	1	Train	Wikipedia	3SCKNODZ0XHJWL8ZLN0GZTL23Y8N7K	1	0.05	97	115	0	1	ionic and covalent	The metal-carbon bond in organometallic compounds is generally of character intermediate between ionic and covalent .	not MWE
1887	1	Train	Wikipedia	3QX22DUVOOIFPTOVRKOWSSC5KQ5MVB	1	0.05	69	95	1	0	Australian Bar Association	He was Chairman of the Victorian Bar 1985-86 , Vice-President of the Australian Bar Association 1986-87 and President of the Law Council of Australia 1990-91 .	MW named entities
1888	1	Train	Wikipedia	3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK	1	0.05	52	66	1	0	Persian Empire	He showed his intent to conquer the entirety of the Persian Empire by throwing a spear into Asian soil and saying he accepted Asia as a gift from the gods .	MW named entities
1889	1	Train	Wikipedia	3YLTXLH3DF7GSVQOEBZKUVFRHG5PHK	1	0.05	159	174	0	1	Nouveau painter	Alfons Maria Mucha ( Czech pronunciation : ( ˈalfons ˈmuxa ) ( listen ) ; 24 July 1860 - 14 July 1939 ) , known in English as Alphonse Mucha , was a Czech Art Nouveau painter and decorative artist , known best for his distinct style .	not MWE
1890	1	Train	Wikipedia	3RHLQY6EDT5DRMZ3UVO60CPYYSGD48	1	0.05	39	59	0	1	palm leaf manuscript	When Ayya Vaikundar died , the tied-up palm leaf manuscript , which was until then not opened , was unfolded .	not MWE but contains MWE(s)
1891	1	Train	Wikipedia	3OID399FXG8NP2WSECKPRGMPNIPFDY	1	0.05	96	119	0	1	distinctive stencilling	His satirical street art and subversive epigrams combine dark humor with graffiti executed in a distinctive stencilling technique .	not MWE
1892	1	Train	Wikipedia	3ZLW647WALW56GIJXSZ6UO6ON1V324	1	0.05	78	95	0	1	Paulownia Flowers	The Order was awarded in nine classes until 2003 , when the Grand Cordon with Paulownia Flowers was made a separate order , and the lowest two classes were abolished .	MW compounds
1893	1	Train	Wikipedia	3ZLW647WALW56GIJXSZ6UO6ON1V324	1	0.05	273	287	0	1	Precious Crown	The modern version of this honor has been conferred on non-Japanese recipients beginning in 1981 ( although several foreigners were given the honor before World War II ) ; and women were awarded the Order starting in 2003 ( previously , women were awarded the Order of the Precious Crown ) .	MW compounds
1894	1	Train	Wikipedia	36FFXPMST9PY7VENZBM55VA17B9HOV	1	0.05	35	48	1	0	Best Newcomer	This performance won Tallari the ` Best Newcomer ' award at the 2008 Man of Ice Awards and ensured his selection for the 2007-08 EIHL All-Star team .	MW compounds
1895	1	Train	Wikipedia	37PGLWGSJT7FDZ4S71CXYQU7NJEKI7	1	0.05	140	164	0	1	original molecular cloud	High-quality spectral data acquired by the Keck 1 telescope in November 1995 showed that Teide 1 had kept the initial lithium amount of the original molecular cloud from which Pleiades stars formed , proving the lack of thermonuclear fusion in its core .	not MWE but contains MWE(s)
1896	1	Train	Wikipedia	37J05LC5AXK3U4IOX2BA6EEHGP6DJZ	1	0.05	78	99	0	1	electromagnetic waves	Diffraction occurs with all waves , including sound waves , water waves , and electromagnetic waves such as visible light , X-rays and radio waves .	MW compounds
1897	1	Train	Wikipedia	37J05LC5AXK3U4IOX2BA6EEHGP6DJZ	1	0.05	26	42	1	0	Associated Press	On August 22 , 2008 , the Associated Press ranked Ellison as the top-paid chief executive in the world .	MW named entities
1898	1	Train	Wikipedia	3D06DR5225KVX5LXGPX0W5YSZG4AMY	1	0.05	79	98	1	0	Nobel Prize-winning	Sir Andrew Fielding Huxley , OM , FRS ( 22 November 1917 - 30 May 2012 ) was a Nobel Prize-winning English physiologist and biophysicist .	MW compounds
1899	1	Train	Wikipedia	3D06DR5225KVX5LXGPX0W5YSZG4AMY	1	0.05	167	186	1	0	Les Accroche-Coeurs	It is also well known for being the seat of important cultural events , such as the film festival Premiers Plans , Tour de Scènes ( free concerts in the streets ) and Les Accroche-Coeurs ( free street festival ) .	MW named entities
1900	1	Train	Wikipedia	3YLTXLH3DF7GSVQOEBZKUVFRHG5HPC	1	0.05	84	107	1	0	Universal Rocket Module	All Angara launch vehicles have a modular design with each module based on a common Universal Rocket Module ( URM ) .	MW compounds
1901	1	Train	Wikipedia	3P458N04Q1IHMEPXHH6U14VSUWW2X3	1	0.05	0	5	0	1	As of	As of the census of 2000 , there were 24,276 people , 10,447 households , and 6,414 families residing in the city .	conjunction/connective
1902	1	Train	Wikipedia	3P458N04Q1IHMEPXHH6U14VSUWW2X3	1	0.05	68	82	0	1	official drink	It was introduced to Spain and Portugal in 1991 , and it became the official drink of the 1992 Summer Olympics in Barcelona .	not MWE
1903	1	Train	Wikipedia	3JAOYN9IHL3URYE21SDBDYBGTFV33F	1	0.05	161	179	1	0	very-low-mass star	Although the discovery of the coolest dwarf was highly significant at the time , it was debated whether GD 165B would be classified as a brown dwarf or simply a very-low-mass star , because observationally it is very difficult to distinguish between the two .	MW compounds
1904	1	Train	Wikipedia	3EQVJH0T40MEKNJVVS84Z5GO6JQHTH	1	0.05	130	142	0	1	heat content	This is due to two competing physical effects : gravity , which causes the air to be as close as possible to the ground ; and the heat content of the air , which causes the molecules to bounce off each other and expand .	not MWE
1905	1	Train	Wikipedia	3K1H3NEY7L0T32SNPWQ791M1OXPDGV	1	0.05	81	95	1	0	rubber coating	In 1978 , sharp , curved claws on the suction cups of squid tentacles cut up the rubber coating on the hull of the USS Stein .	not MWE
1906	1	Train	Wikipedia	3P7RGTLO6EE07HLUVDKKHS6OAB9AKT	1	0.05	88	102	1	0	Mrs. Doubtfire	Dustin Hoffman and Robin Williams have each appeared in a hit comedy film ( Tootsie and Mrs. Doubtfire , respectively ) in which they played most scenes dressed as a woman .	MW named entities
1907	1	Train	Wikipedia	3P7RGTLO6EE07HLUVDKKHS6OAB9AKT	1	0.05	58	73	0	1	German composer	Adolf von Henselt ( 12 May 1814 - 10 October 1889 ) was a German composer and pianist .	not MWE
1908	1	Train	Wikipedia	3ZG552ORAM5PIPK2H25CDJY7ELO2V0	1	0.05	217	242	1	0	Théâtre de la Renaissance	About Christmas 1894 , Mucha happened to go into a print shop where there was a sudden and unexpected need for a new advertising poster for a play featuring Sarah Bernhardt , the most famous actress in Paris , at the Théâtre de la Renaissance on the Boulevard Saint-Martin .	MW named entities
1909	1	Train	Wikipedia	3VDI8GSXAFUHM7WW8OFRN980D6S8GK	1	0.05	85	97	1	0	third person	Prior to Thespis ' act , stories were only known to be told in song and dance and in third person narrative .	MW compounds
1910	1	Train	Wikipedia	3FHTJGYT8N12SZVDU5H29V3Q2GSPGL	1	0.05	172	182	0	1	main venue	The first festival was held from the 5 June 1948 to the 13 June 1948 and used the Aldeburgh Jubilee Hall , a few doors away from Britten 's house in Crabbe Street , as its main venue .	not MWE
1911	1	Train	Wikipedia	3PZDSVZ3J5IMDYQGJP29WH1SCWIN40	1	0.05	115	130	1	0	medical student	Starting that same year , she starred in a new Fox TV series , Tru Calling , where she played the main character , medical student Tru Davies .	MW compounds
1912	1	Train	Wikipedia	3WGZLY9VCHNEANM56YEJHO530EC8DA	1	0.05	157	167	1	0	to oversee	Once the series had received the backing of the FIA , a management structure including new executive directors Brian Menell and Tony Teixeira were appointed to oversee the sale of franchises for the operation of international teams .	not MWE
1913	1	Train	Wikipedia	3WGZLY9VCHNEANM56YEJHO530EC8DA	1	0.05	28	42	0	1	inaugural race	Nelson Piquet , Jr. won the inaugural race of the series for A1 Team Brazil .	not MWE
1914	1	Train	Wikipedia	3OYHVNTV5TZP9LFV5WP2INQTZSDKO2	1	0.05	23	46	1	0	simplest numeral system	Two is the base of the simplest numeral system in which natural numbers can be written concisely , being the length of the number a logarithm of the value of the number ( whereas in base 1 the length of the number is the value of the number itself ) ; the binary system is used in computers .	not MWE
1915	1	Train	Wikipedia	36MUZ9VAE63VJOWWJ10J9Y1PBHADEE	1	0.05	120	137	1	0	Shrine Exposition	The second SAG awards aired live from the Santa Monica Civic Auditorium , while subsequent awards have been held at the Shrine Exposition Center .	not MWE
1916	1	Train	Wikipedia	3FDWKV9VCN3FCEZVMUERW6AM6JWMUM	1	0.05	29	43	1	0	primary branch	Aerospace engineering is the primary branch of engineering concerned with the design , construction , and science of aircraft and spacecraft .	not MWE
1917	1	Train	Wikipedia	3AJA9FLWSCZ4XDCE6QL0ID22FNXFI0	1	0.05	17	33	0	1	Oriente province	One of these was Oriente province , which was , prior to 1905 , known as Santiago de Cuba province .	MW named entities
1918	1	Train	Wikipedia	363A7XIFV4NENSF6UHYRJ1H5Q9GAVF	1	0.05	67	87	1	0	programming language	Part of Oracle Corporation 's early success arose from using the C programming language to implement its products .	MW compounds
1919	1	Train	Wikipedia	363A7XIFV4NENSF6UHYRJ1H5Q9GAVF	1	0.05	133	149	1	0	Relational Model	Ellison took inspiration from the 1970 paper written by Edgar F. Codd on relational database management systems ( RDBMS ) named `` A Relational Model of Data for Large Shared Data Banks . ''	MW compounds
1920	1	Train	Wikipedia	3N5YJ55YXG41FN6XSQC09KNS46EANY	1	0.05	112	136	1	0	labor intensive expenses	Archivists must also select records valuable enough to justify the costs of storage and preservation , plus the labor intensive expenses of arrangement , description , and reference service .	not MWE but contains MWE(s)
1921	1	Train	Wikipedia	3UUSLRKAUL4AA9HMWTMD3O98PU6D7S	1	0.05	201	218	0	1	artistic projects	He declared that art existed only to communicate a spiritual message , and nothing more ; hence his frustration at the fame he gained by his commercial art , when he most wanted to concentrate on more artistic projects .	not MWE
1922	1	Train	Wikipedia	3O2Y2UIUCQVV38226T6CVTHF7RMKFG	1	0.05	75	86	1	0	Mimar Sinan	Koca Mi 'm âr Sinân Âğâ ( Ottoman Turkish : معمار سينان ; Modern Turkish : Mimar Sinan , pronounced ( miːˈmaːɾ siˈnan ) ) ( c. 1489\/1490 - July 17 , 1588 ) was the chief Ottoman architect ( Turkish : `` Mimar '' ) and civil engineer for sultans Suleiman the Magnificent , Selim II , and Murad III .	MW named entities
1923	1	Train	Wikipedia	3DGDV62G7OACD5N6VQWD7R9PSXN2PF	1	0.05	62	78	1	0	Team New Zealand	Team Germany won it with 128 points , 35 points lead ahead of Team New Zealand .	MW named entities
1924	1	Train	Wikipedia	3J6BHNX0U9T7R0FJ4HPP3YQO9I8KNN	1	0.05	72	87	1	0	Millennium Dome	This was regarded as a shock to the Blackpool and The O2 ( formerly the Millennium Dome ) bids , both of whom were regarded as the favorites .	MW named entities
1925	1	Train	Wikipedia	39KV3A5D188GCY04TJH2YNV8QXGS71	1	0.05	43	60	1	0	straw was changed	On such occasions , when he awakened , his straw was changed and his hair and nails were cut .	not MWE
1926	1	Train	Wikipedia	34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS	1	0.05	35	52	1	0	Renaissance style	The construction is of the Italian Renaissance style and was built in the late 17th century .	not MWE
1927	1	Train	Wikipedia	3GL25Y6843V7TITQRZPEGD9Q01DMXE	1	0.05	93	109	1	0	Pirats Internorm	On 7 May 2009 he left Hockey Club Pustertal-Val Pusteria and signed a contract with HC Eppan Pirats Internorm .	not MWE
1928	1	Train	Wikipedia	3L4YG5VW9NTQRIIWN6PZ3GJ4B59DDL	1	0.05	248	266	0	1	concerns expressed	Amongst the most controversial provisions was the establishment of a number of ` destination casinos ' in the style of Las Vegas , commonly referred to in the media as ` super casinos ' Initial drafts of the act proposed eight regional casinos but concerns expressed in the national media and by a range of addiction related social and religious groups meant that the final revision of the act permitted only one casino of the largest size , referred to as a ` regional casino ' , with a further eight ` large ' and eight ` small ' casinos of a smaller sizes and with reduced jackpot limits .	not MWE
1929	1	Train	Wikipedia	3L4YG5VW9NTQRIIWN6PZ3GJ4B59DDL	1	0.05	576	590	0	1	jackpot limits	Amongst the most controversial provisions was the establishment of a number of ` destination casinos ' in the style of Las Vegas , commonly referred to in the media as ` super casinos ' Initial drafts of the act proposed eight regional casinos but concerns expressed in the national media and by a range of addiction related social and religious groups meant that the final revision of the act permitted only one casino of the largest size , referred to as a ` regional casino ' , with a further eight ` large ' and eight ` small ' casinos of a smaller sizes and with reduced jackpot limits .	not MWE
1930	1	Train	Wikipedia	34HEO7RUG6VMULYPLXTHI4S2533ARM	1	0.05	135	152	0	1	randomly selected	Nominations for the awards come from two committees , one for film and one for television , each numbering 2100 members of the union , randomly selected anew each year , with the full membership ( 165,000 as of 2012 ) available to vote for the winners .	not MWE
1931	1	Train	Wikipedia	3UY4PIS8QRM5LZTXW7J7YJUP0C8N1N	1	0.05	77	103	1	0	temperature and luminosity	The most notable of these objects was the latter , which was found to have a temperature and luminosity well below the stellar range .	coordinated phrase
1932	1	Train	Wikipedia	3IV1AEQ4DRERD9MXGU0UKM0G5Y98JO	1	0.05	94	101	0	1	dry rot	At that time , the more recent and larger building was deemed structurally irreparable due to dry rot .	MW compounds
1933	1	Train	Wikipedia	3YZ7A3YHR5U1PUML5Q2503HCZRLS5M	1	0.05	137	150	0	1	tail feathers	In all , the skeleton of Epidexipteryx hui measures 25 centimeters ( 10 inches ) in length ( 44.5 cm or 17.5 in including the incomplete tail feathers ) , and the authors estimated a weight of 164 grams , smaller than most other basal avialans .	MW compounds
1934	1	Train	Wikipedia	3LN50BUKPVCIER9E5WEIMN8YYXEPLR	1	0.05	102	111	0	1	True Lies	The following year , she played the teenage daughter of Arnold Schwarzenegger and Jamie Lee Curtis in True Lies .	MW named entities
1935	1	Train	Wikipedia	3KTZHH2ONIGHEHSIJRDM0ESX9S48MS	1	0.05	19	34	0	1	unblock request	Before you make an unblock request , you should attentively read the policies and guidelines named in your block reason .	MW compounds
1936	1	Train	Wikipedia	3KTZHH2ONIGHEHSIJRDM0ESX9S48MS	1	0.05	102	120	0	1	provocative intent	An account with a username that uses hateful or obscene language or otherwise indicates disruptive or provocative intent will be hard blocked , meaning that an unblock request will be required .	not MWE
1937	1	Train	Wikipedia	34ZTTGSNJXP1S7R3EOE9U051MCRHQ3	1	0.05	110	133	0	1	low-mass red dwarf star	The spectrum of the companion GD 165B was very red and enigmatic , showing none of the features expected of a low-mass red dwarf star .	MW compounds
1938	1	Train	Wikipedia	34ZTTGSNJXP1S7R3EOE9U051MCRHQ3	1	0.05	157	169	1	0	solar masses	Early theories concerning the nature of the lowest-mass stars and the hydrogen-burning limit suggested that a Population I object with a mass less than 0.07 solar masses or a Population II object less than 0.09 solar masses would never go through normal stellar evolution and would become a completely degenerate star ( Kumar 1963 ) .	MW compounds
1939	1	Train	Wikipedia	34KYK9TV2R93EA3U60TI3PH49N7SBN	1	0.05	135	153	1	0	primary transcript	During transcription , a DNA sequence is read by an RNA polymerase , which produces a complementary , antiparallel RNA strand called a primary transcript .	MW compounds
1940	1	Train	Wikipedia	308KJXFUJR7ZA0BHPMYCIJTKTO0ATZ	1	0.05	6	21	1	0	mountain chains	These mountain chains are separated from each other by several tributaries of the Rhine : the Mosel , the Lahn , and the Nahe .	MW compounds
1941	1	Train	Wikipedia	3ZUE82NE0A2B8701X4995O8OCRS8FL	1	0.05	98	116	0	1	stripes diagonally	The newly-hatched larva starts out a light shade of green but darkens after feeding , with yellow stripes diagonally on the sides .	not MWE
1942	1	Train	Wikipedia	3XU9MCX6VODXPI3L8I02CM94TFB2R7	0	0	104	142	0	0	traditional connection to that country	Normally , the land will be passed down to future generations in a way that recognizes the community 's traditional connection to that country .	not MWE
1943	1	Train	Wikipedia	3XU9MCX6VODXPI3L8I02CM94TFB2R7	0	0	74	95	0	0	Australian Aborigines	However , it was not until the 1970s , when indigenous Australians ( both Australian Aborigines and Torres Strait Islanders ) became more politically active , that there emerged powerful movement for the recognition of Aboriginal land rights .	MW named entities
1944	1	Train	Wikipedia	3VJ4PFXFJ38EADQ6PROMNFFMC27AUQ	0	0	18	29	0	0	Virgin Mary	A monument to the Virgin Mary is located on top of El Panecillo and is visible from most of the city of Quito .	MW named entities
1945	1	Train	Wikipedia	3XD2A6FGFNVKQHOX8GFMCJMELN4S9D	0	0	126	141	0	0	organic ligands	The term `` metalorganics '' usually refers to metal-containing compounds lacking direct metal-carbon bonds but which contain organic ligands .	MW compounds
1946	1	Train	Wikipedia	3WJGKMRWVIAGMQCINAUOJA1MQ5XDCL	0	0	41	55	0	0	Sobre el Fuego	La India covered the song on her album , Sobre el Fuego as her third single from the album .	MW named entities
1947	1	Train	Wikipedia	3EAWOID6MTYIMFHO2F1YUV5SHN4V09	0	0	56	73	0	0	Carondelet Palace	Rafael Correa , president since 2007 , considering that Carondelet Palace and its agencies are Ecuadoran heritages , convert the presidential compound into a museum accessible to all who wish to visit it .	MW named entities
1948	1	Train	Wikipedia	3UQ1LLR26A9BRN3CGDWLWSJ3ZBEALW	0	0	100	108	0	0	half way	Aemilian was killed by them at Spoletium or the Sanguinarium bridge , between Oriculum and Narnia ( half way between Spoletium and Rome ) , and recognized Valerian as the new emperor .	MW compounds
1949	1	Train	Wikipedia	3909MD9T2ZISH8ASA7V9XY4ANUQFER	0	0	191	202	0	0	market town	The 1936 Winter Olympics , officially known as the IV Olympic Winter Games ( French : Les IVes Jeux olympiques d'hiver ) , were a winter multi-sport event which was celebrated in 1936 in the market town of Garmisch-Partenkirchen in Bavaria , Germany .	MW compounds
1950	1	Train	Wikipedia	31JUPBOORN5X8ZAXJFC701D89NE8LQ	0	0	36	55	0	0	quagmire and muskeg	Other names for bogs include mire , quagmire and muskeg ; alkaline mires are called fens .	not MWE
1951	1	Train	Wikipedia	3SCKNODZ0XHJWL8ZLN0GZTL23Y8N7K	0	0	40	80	0	0	lanthanides , actinides , and semimetals	In addition to the traditional metals , lanthanides , actinides , and semimetals , elements such as boron , silicon , arsenic , and selenium are considered to form organometallic compounds , e.g. organoborane compounds such as triethylborane ( Et3B ) .	not MWE
1952	1	Train	Wikipedia	335HHSX8CD673YNY928PU1Y23X2DHU	0	0	83	98	0	0	religious order	In 1976 , the Spanish artist Agustín de la Herrán Matorras was commissioned by the religious order of the Oblates to build a 41 metres ( 135 ft ) - tall aluminum monument of a madonna , which was assembled on a high pedestal on the top of Panecillo .	MW compounds
1953	1	Train	Wikipedia	3QX22DUVOOIFPTOVRKOWSSC5KQ5MVB	0	0	125	136	0	0	Law Council	He was Chairman of the Victorian Bar 1985-86 , Vice-President of the Australian Bar Association 1986-87 and President of the Law Council of Australia 1990-91 .	MW compounds
1954	1	Train	Wikipedia	3RHLQY6EDT5DRMZ3UVO60CPYYSGD48	0	0	26	34	0	0	as usual	He woke up in the morning as usual and he did n't know what he had written the day before .	PP modifier
1955	1	Train	Wikipedia	3OID399FXG8NP2WSECKPRGMPNIPFDY	0	0	41	54	0	0	Tristan Manco	According to author and graphic designer Tristan Manco and the book Home Sweet Home , Banksy `` was born in 1974 and raised in Bristol , England .	MW named entities
1956	1	Train	Wikipedia	36FFXPMST9PY7VENZBM55VA17B9HOV	0	0	30	39	0	0	Wolf Pack	Tallari moved to the Hartford Wolf Pack , the farm team for the New York Rangers .	not MWE
1957	1	Train	Wikipedia	37PGLWGSJT7FDZ4S71CXYQU7NJEKI7	0	0	18	35	0	0	school of thought	Nonetheless , one school of thought is based on formation ; another , on physics in the interior .	MW compounds
1958	1	Train	Wikipedia	37J05LC5AXK3U4IOX2BA6EEHGP6DJZ	0	0	135	146	0	0	radio waves	Diffraction occurs with all waves , including sound waves , water waves , and electromagnetic waves such as visible light , X-rays and radio waves .	MW compounds
1959	1	Train	Wikipedia	3D06DR5225KVX5LXGPX0W5YSZG4AMY	0	0	0	26	0	0	Sir Andrew Fielding Huxley	Sir Andrew Fielding Huxley , OM , FRS ( 22 November 1917 - 30 May 2012 ) was a Nobel Prize-winning English physiologist and biophysicist .	MW named entities
1960	1	Train	Wikipedia	3P458N04Q1IHMEPXHH6U14VSUWW2X3	0	0	86	98	0	0	sports drink	It originated in , and was first introduced in 1983 in Japan as a grapefruit-flavored sports drink , as a response to a competitor 's brand of sports drink called Pocari Sweat .	not MWE
1961	1	Train	Wikipedia	3JAOYN9IHL3URYE21SDBDYBGTFV33F	0	0	30	43	0	0	coolest dwarf	Although the discovery of the coolest dwarf was highly significant at the time , it was debated whether GD 165B would be classified as a brown dwarf or simply a very-low-mass star , because observationally it is very difficult to distinguish between the two .	not MWE
1962	1	Train	Wikipedia	3Y40HMYLL1JQ6QYZ01G07NQKDNGUXE	0	0	10	22	0	0	notable film	Among his notable film roles were Minnesota Fats in the 1961 drama The Hustler ( starring Paul Newman ) and Buford T. Justice in the Smokey and the Bandit series .	not MWE
1963	1	Train	Wikipedia	3Y40HMYLL1JQ6QYZ01G07NQKDNGUXE	0	0	15	26	0	0	consists of	An HCL usually consists of a glass tube containing a cathode , an anode , and a buffer gas ( usually a noble gas ) .	verb-preposition
1964	1	Train	Wikipedia	3Y40HMYLL1JQ6QYZ01G07NQKDNGUXE	0	0	82	96	0	0	hockey forward	James Gaye Stewart ( June 28 , 1923 - November 18 , 2010 ) was a professional ice hockey forward .	not MWE
1965	1	Train	Wikipedia	3ZG552ORAM5PIPK2H25CDJY7ELO2V0	0	0	60	75	0	0	Académie Julian	Mucha moved to Paris in 1887 , and continued his studies at Académie Julian and Académie Colarossi .	MW named entities
1966	1	Train	Wikipedia	3FHTJGYT8N12SZVDU5H29V3Q2GSPGL	0	0	82	110	0	0	twentieth Aldeburgh Festival	The new concert hall was opened by the Queen on 2 June 1967 , at the start of the twentieth Aldeburgh Festival .	not MWE but contains MWE(s)
1967	1	Train	Wikipedia	36MUZ9VAE63VJOWWJ10J9Y1PBHADEE	0	0	11	21	0	0	SAG awards	The second SAG awards aired live from the Santa Monica Civic Auditorium , while subsequent awards have been held at the Shrine Exposition Center .	MW compounds
1968	1	Train	Wikipedia	3AJA9FLWSCZ4XDCE6QL0ID22FNXFI0	0	0	41	59	0	0	chemical compounds	Organometallic chemistry is the study of chemical compounds containing bonds between carbon and a metal .	MW compounds
1969	1	Train	Wikipedia	3SX4X51T80AJX869T5CDO9NXUGJAOD	0	0	36	59	0	0	engaged in the practice	Users confirmed or believed to have engaged in the practice must request unblock at their main account .	not MWE
1970	1	Train	Wikipedia	363A7XIFV4NENSF6UHYRJ1H5Q9GAVF	0	0	23	40	0	0	System R database	He heard about the IBM System R database from an article in the IBM Research Journal provided by Ed Oates ( a future co-founder of Oracle ) .	not MWE but contains MWE(s)
1971	1	Train	Wikipedia	3DGDV62G7OACD5N6VQWD7R9PSXN2PF	0	0	4	17	0	0	opening round	The opening round of the season , scheduled as part of the already well established Nikon SuperGP race meeting , was canceled five days before practice was due to begin .	MW compounds
1972	1	Train	Wikipedia	3L4YG5VW9NTQRIIWN6PZ3GJ4B59DDL	0	0	461	476	0	0	regional casino	Amongst the most controversial provisions was the establishment of a number of ` destination casinos ' in the style of Las Vegas , commonly referred to in the media as ` super casinos ' Initial drafts of the act proposed eight regional casinos but concerns expressed in the national media and by a range of addiction related social and religious groups meant that the final revision of the act permitted only one casino of the largest size , referred to as a ` regional casino ' , with a further eight ` large ' and eight ` small ' casinos of a smaller sizes and with reduced jackpot limits .	MW compounds
1973	1	Train	Wikipedia	34HEO7RUG6VMULYPLXTHI4S2533ARM	0	0	226	246	0	0	primetime television	The Screen Actors Guild Award ( also known as the SAG Award ) is an accolade given by the Screen Actors Guild‐American Federation of Television and Radio Artists ( SAG-AFTRA ) to recognize outstanding performances in film and primetime television .	not MWE
1974	1	Train	Wikipedia	3LN50BUKPVCIER9E5WEIMN8YYXEPLR	0	0	20	43	0	0	Simple Plan music video	She appeared in the Simple Plan music video , `` I 'm Just a Kid '' , as the band 's love interest , as well as Nickelback 's video for `` Rockstar '' .	not MWE but contains MWE(s)
1975	1	Train	Wikipedia	34ZTTGSNJXP1S7R3EOE9U051MCRHQ3	0	0	25	50	0	0	very-low-mass brown dwarf	The difference between a very-low-mass brown dwarf and a giant planet ( ~ 13 Jupiter masses ) has been recently debated .	MW compounds
1976	1	Train	Wikipedia	34KYK9TV2R93EA3U60TI3PH49N7SBN	0	0	3	16	0	0	various times	At various times it included the towns of Deloraine , Beaconsfield , Devonport , Latrobe , and New Norfolk .	not MWE
